name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Volkswagen Polo Petrol Comfortline 1.2L,2013.0,359000.0,68000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.9
Maruti Swift 1.3 LXI,2010.0,240000.0,70000.0,Petrol,Dealer,Manual,First Owner,,,
Maruti Swift Dzire VDi,2012.0,430000.0,110000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,73.9
Mahindra Bolero 2011-2019 SLE BSIII,2014.0,625000.0,56467.0,Diesel,Dealer,Manual,First Owner,7,2523.0,62.1
Honda Jazz 1.2 V AT i VTEC,2016.0,650000.0,40000.0,Petrol,Individual,Automatic,First Owner,5,1199.0,88.7
Honda Mobilio V i DTEC,2014.0,450000.0,80000.0,Diesel,Dealer,Manual,First Owner,7,1498.0,98.6
Volvo S90 D4 Inscription BSIV,2019.0,5500000.0,17000.0,Diesel,Individual,Automatic,First Owner,5,1969.0,190.0
Maruti Swift ZXI,2013.0,470000.0,71000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Honda City i-DTEC VX,2017.0,961000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1498.0,97.9
Maruti Wagon R VXI Optional,2018.0,440000.00000000006,30000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
BMW X5 xDrive 30d M Sport,2016.0,4599000.0,32143.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,258.0
Nissan Micra Active XV Petrol,2015.0,350000.0,48000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.04
BMW 1 Series 118d Base,2015.0,1350000.0,28000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,143.0
Maruti SX4 Vxi BSIV,2011.0,190000.0,80000.0,Petrol,Individual,Manual,Third Owner,5,1586.0,103.3
Nissan Sunny Diesel XV,2012.0,299000.0,54000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8
Honda City 2017-2020 GXi,2008.0,140000.0,130000.0,Petrol,Individual,Manual,First Owner,5,1497.0,78.0
Maruti Swift Dzire 1.2 Lxi BSIV,2009.0,249000.00000000003,38000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Audi A8 L 3.0 TDI quattro,2013.0,2900000.0,131473.0,Diesel,Dealer,Automatic,First Owner,5,2967.0,246.7
Renault Fluence 2.0,2011.0,395000.0,25000.0,Petrol,Dealer,Automatic,First Owner,5,1997.0,135.1
BMW Z4 35i,2015.0,3999000.0,27000.0,Petrol,Dealer,Automatic,First Owner,2,2979.0,301.72
Hyundai Santro Xing GLS,2008.0,180000.0,64022.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.1
Mercedes-Benz New C-Class 250 CDI Classic,2011.0,1350000.0,80000.0,Diesel,Individual,Automatic,First Owner,5,2148.0,170.0
Honda City V MT,2017.0,790000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.6
Ford Figo 1.5D Trend MT,2015.0,395000.0,75000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,99.0
Volkswagen Vento 1.5 TDI Highline Plus,2017.0,850000.0,64253.0,Diesel,Dealer,Manual,First Owner,5,1498.0,108.49
Honda Mobilio V i VTEC,2015.0,760000.0,120000.0,Petrol,Individual,Manual,First Owner,7,1497.0,117.3
Hyundai EON 1.0 Era Plus,2018.0,350000.0,25000.0,Petrol,Individual,Manual,First Owner,5,998.0,68.05
Maruti Ertiga VXI,2014.0,525000.0,57000.0,Petrol,Dealer,Manual,First Owner,7,1373.0,93.7
Maruti Alto 800 LXI,2013.0,285000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Mahindra XUV500 W10 2WD,2016.0,1350000.0,70000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Hyundai Verna 1.6 CRDi SX,2017.0,1100000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2
Maruti Ciaz VXi,2015.0,575000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1
Mahindra Scorpio LX 2.6 Turbo,2007.0,229999.0,120000.0,Diesel,Individual,Manual,Third Owner,7,2609.0,120.0
Nissan Micra XL,2012.0,270000.0,75000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,75.0
Honda Mobilio V Option i VTEC,2015.0,525000.0,55000.0,Petrol,Dealer,Manual,First Owner,7,1497.0,117.3
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,650000.0,150000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0
Maruti Ciaz VDI SHVS,2016.0,591000.0,38000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Audi A6 2.0 TDI,2011.0,1000000.0,110000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33
BMW 3 Series 320d Sedan,2012.0,994999.9999999999,66000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,181.0
Honda City 2017-2020 GXi,2007.0,180000.0,70000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,78.0
Ford Figo 1.2P Trend MT,2017.0,484999.99999999994,17000.0,Petrol,Dealer,Manual,First Owner,5,1196.0,86.8
Maruti Celerio ZXI Optional,2018.0,484999.99999999994,15161.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Volkswagen Polo 2015-2019 GT TSI,2019.0,975000.0,7121.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.5
Maruti Ertiga SHVS VDI,2016.0,725000.0,110000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5
Ford Freestyle Titanium Plus Diesel BSIV,2018.0,746000.0,24000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.63
Honda Jazz 1.2 SV i VTEC,2016.0,520000.0,62510.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.7
Volkswagen Polo 2015-2019 1.2 MPI Highline,2015.0,425000.0,23569.0,Petrol,Dealer,Manual,First Owner,5,1199.0,74.0
Tata Nano XTA,2015.0,120000.0,15000.0,Petrol,Individual,Automatic,First Owner,4,624.0,37.48
Maruti Vitara Brezza ZDi AMT,2018.0,990000.0,47000.0,Diesel,Dealer,Automatic,First Owner,5,1248.0,88.5
Maruti Swift Dzire LDI,2013.0,385000.0,180000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0
Volkswagen Polo Diesel Trendline 1.2L,2013.0,350000.0,80000.0,Diesel,Individual,Manual,Third Owner,5,1199.0,73.9
Ford Figo 1.5D Trend MT,2018.0,650000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Maruti Swift VDI BSIV,2014.0,365000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Baleno Delta 1.2,2017.0,595000.0,9000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.1
Hyundai Elantra 2.0 SX,2017.0,969999.9999999999,21000.0,Petrol,Dealer,Manual,First Owner,5,1999.0,149.92
Ford Figo Diesel Titanium,2010.0,285000.0,89254.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.0
Mahindra XUV500 AT W10 1.99 mHawk,2017.0,1350000.0,20000.0,Diesel,Individual,Automatic,First Owner,7,1997.0,140.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,480000.0,6500.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Honda City i DTEC SV,2015.0,625000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Honda City i-VTEC S,2018.0,800000.0,41000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3
Maruti Ignis 1.3 Delta,2017.0,545000.0,32000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Tata Tiago 1.2 Revotron XZ,2019.0,470000.0,12000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Honda City 1.5 S MT,2009.0,290000.0,110000.0,Petrol,Individual,Manual,Third Owner,5,1497.0,118.0
Maruti Vitara Brezza LDi Option,2018.0,725000.0,36521.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Audi Q3 2.0 TFSI Quattro Premium Plus,2017.0,2575000.0,18000.0,Petrol,Dealer,Automatic,First Owner,5,1984.0,207.0
Maruti Ritz VXi (ABS) BS IV,2011.0,200000.0,65000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Audi A6 35 TDI,2015.0,2550000.0,68000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,187.74
Mahindra Ssangyong Rexton RX7,2013.0,800000.0,160000.0,Diesel,Individual,Automatic,First Owner,7,2696.0,184.0
Hyundai Santro Sportz AMT BSIV,2019.0,466000.0,25000.0,Petrol,Individual,Automatic,Fourth & Above Owner,5,1086.0,68.0
Ford Figo Aspire 1.5 TDCi Titanium,2018.0,372000.0,50000.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1498.0,99.0
Hyundai Xcent 1.1 CRDi S Option,2015.0,375000.0,160000.0,Diesel,Individual,Manual,First Owner,5,1120.0,71.01
Honda CR-V 2.4L 4WD AT AVN,2017.0,1750000.0,73000.0,Petrol,Dealer,Automatic,First Owner,5,2354.0,187.4
Hyundai i20 1.2 Sportz Option,2013.0,325000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Maruti Alto 800 LXI,2013.0,285000.0,45019.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Toyota Innova 2.5 V Diesel 8-seater,2009.0,505000.0,150000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,102.0
Mahindra Bolero 2011-2019 SLE,2014.0,400000.0,100000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Hyundai Grand i10 Era,2015.0,405000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0
Hyundai i20 1.2 Asta Option,2018.0,699000.0,1493.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,2016.0,2600000.0,32000.0,Diesel,Dealer,Manual,First Owner,7,2755.0,174.5
Tata Indica V2 DLX TC,2008.0,45000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,68.0
Tata Indica Vista Terra 1.4 TDI,2010.0,170000.0,110000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,71.0
Mahindra TUV 300 T8,2016.0,775000.0,65000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Tata Indica DLS,2005.0,95000.0,50000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,53.5
Audi Q5 2.0 TDI Technology,2013.0,1750000.0,45000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.3
Hyundai Verna VTVT 1.6 SX,2017.0,880000.0000000001,43000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Skoda Laura 1.9 TDI MT Elegance,2011.0,325000.0,89000.0,Diesel,Dealer,Manual,First Owner,5,1896.0,105.0
Mahindra XUV500 W11 Option BSIV,2018.0,1775000.0,46000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,152.87
Maruti Vitara Brezza ZDi,2017.0,884000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Audi A6 2.0 TDI Technology,2013.0,1750000.0,33900.0,Diesel,Dealer,Automatic,Second Owner,5,1968.0,174.33
Hyundai Xcent 1.2 VTVT SX Option,2018.0,450000.0,100000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,811000.0,11000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,108.5
Toyota Innova VX CNG,2011.0,1080000.0,103000.0,CNG,Dealer,Manual,First Owner,8,1998.0,132.0
Tata New Safari DICOR 2.2 EX 4x2,2011.0,450000.0,80000.0,Diesel,Individual,Manual,Third Owner,7,2179.0,138.1
Toyota Innova 2.5 V Diesel 8-seater,2007.0,404000.0,120000.0,Diesel,Individual,Manual,Third Owner,8,2494.0,102.0
Tata Tiago Wizz 1.05 Revotorq,2017.0,350000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1047.0,69.0
Ford Fiesta Classic 1.4 Duratorq LXI,2012.0,350000.0,69000.0,Diesel,Individual,Manual,First Owner,5,1388.0,67.0
Hyundai Creta 1.6 CRDi SX,2015.0,975000.0,81000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2
BMW 7 Series 730Ld,2015.0,5400000.0,24000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,258.0
Hyundai Grand i10 CRDi Magna,2014.0,300000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1120.0,70.0
BMW 3 Series GT Luxury Line,2016.0,2650000.0,71000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,188.0
Ford Ecosport Sports Diesel,2013.0,475000.0,48000.0,Diesel,Dealer,Manual,Second Owner,5,1498.0,98.96
Toyota Etios GD SP,2012.0,390000.0,140000.0,Diesel,Individual,Manual,Second Owner,5,1364.0,67.04
Maruti Alto K10 2010-2014 VXI,2010.0,225000.0,50000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Ford Fiesta Classic 1.6 Duratec LXI,2011.0,250000.0,87066.0,Petrol,Individual,Manual,First Owner,5,1596.0,99.6
Volkswagen Vento Diesel Highline,2011.0,370000.0,72000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.6
Maruti Alto K10 LXI,2011.0,215000.0,22900.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Honda City 1.5 EX-S,2012.0,385000.0,68542.0,Petrol,Dealer,Manual,First Owner,5,,
Ford Fiesta 1.6 Duratec S,2010.0,200000.0,180000.0,Petrol,Individual,Manual,First Owner,5,1596.0,101.0
Maruti Baleno Zeta 1.3,2017.0,695000.0,39000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Fiat Linea Dynamic (Diesel),2009.0,200000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,91.2
Hyundai Creta 1.6 SX Diesel,2017.0,985000.0,48000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2
Tata Indigo CS LS (TDI) BS III,2013.0,200000.0,175000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,69.0
Hyundai i20 Asta Optional with Sunroof 1.2,2013.0,455999.0,35582.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.85
Mahindra Xylo D2,2011.0,220000.00000000003,120000.0,Diesel,Individual,Manual,First Owner,8,2489.0,95.0
Tata Sumo SE Plus BSII,1999.0,75000.0,100000.0,Diesel,Individual,Manual,First Owner,10,1948.0,68.0
BMW X1 sDrive20d Expedition,2016.0,2050000.0,55000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,188.0
Hyundai Verna 1.6 SX VTVT (O) AT,2016.0,675000.0,53075.0,Petrol,Dealer,Automatic,First Owner,5,1591.0,121.4
Honda City S,2013.0,495000.0,56000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,116.4
Honda Amaze S i-Dtech,2014.0,375000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Chevrolet Beat Diesel LT,2012.0,210000.0,27000.0,Diesel,Dealer,Manual,First Owner,5,936.0,57.6
Honda City i VTEC CVT SV,2014.0,550000.0,45045.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3
Maruti Swift Dzire VDi,2018.0,675000.0,32000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Maruti Swift RS VDI,2013.0,409999.99999999994,195000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Mahindra Bolero SLE,2009.0,260000.0,100000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0
Mahindra XUV500 W8 4WD,2015.0,800000.0,90000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Tata Tiago 1.2 Revotron XT,2017.0,450000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Maruti Vitara Brezza LDi Option,2017.0,675000.0,33000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Hyundai EON Era Plus,2017.0,400000.0,35000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Maruti Vitara Brezza VDi,2016.0,642000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Mercedes-Benz E-Class E 200 CGI,2017.0,5743000.0,1198.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,184.0
Mitsubishi Pajero Sport Limited Edition,2014.0,1120000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2477.0,178.0
Maruti Ertiga ZXI,2013.0,500000.0,60000.0,Petrol,Individual,Manual,First Owner,7,1373.0,93.7
Maruti Swift VDI,2013.0,320000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Renault KWID RXT,2017.0,270000.0,50000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Hyundai EON Era Plus,2017.0,306000.0,24500.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Volkswagen Polo 1.5 TDI Highline,2014.0,391000.0,120000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,88.8
Renault KWID Climber 1.0 AMT,2019.0,500000.0,4500.0,Petrol,Dealer,Automatic,First Owner,5,999.0,67.0
Skoda Superb Elegance 1.8 TSI AT,2014.0,1100000.0,36000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,157.75
Mahindra TUV 300 T4,2015.0,550000.0,99000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Hyundai Creta 1.6 VTVT SX Plus,2016.0,925000.0,52000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Mahindra XUV500 AT W10 1.99 mHawk,2016.0,1275000.0,56500.0,Diesel,Dealer,Automatic,First Owner,7,1997.0,140.0
Maruti Swift VXI,2018.0,575000.0,20002.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Hyundai i20 Sportz 1.2,2014.0,495000.0,37000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83
Hyundai Santro Xing XL eRLX Euro III,2006.0,110000.00000000001,74000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,
Maruti A Star Vxi,2010.0,200000.0,35000.0,Petrol,Individual,Manual,First Owner,5,998.0,66.1
Hyundai Verna VTVT 1.6 SX Option,2019.0,1170000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Audi A4 2.0 TDI,2014.0,1500000.0,60000.0,Diesel,Individual,Automatic,First Owner,5,1968.0,147.51
Toyota Corolla H7,2007.0,210000.0,80000.0,Petrol,Dealer,Automatic,First Owner,5,1794.0,125.0
Maruti Swift VDI BSIV,2013.0,459999.99999999994,58000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Maruti Swift LXI Option,2016.0,400000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Mahindra Bolero SLX 2WD,2010.0,315000.0,120000.0,Diesel,Individual,Manual,Second Owner,7,2523.0,63.0
Ford Fiesta EXi 1.4 TDCi Ltd,2011.0,300000.0,110000.0,Diesel,Individual,Manual,Third Owner,5,1399.0,68.0
Ford Figo Diesel ZXI,2011.0,270000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0
Maruti Wagon R LXI CNG,2011.0,200000.0,120000.0,CNG,Individual,Manual,First Owner,5,998.0,58.2
Toyota Etios G,2011.0,285000.0,61000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,88.73
Nissan Sunny Diesel XV,2012.0,290000.0,112072.0,Diesel,Individual,Manual,First Owner,5,1461.0,84.8
Hyundai Verna 1.6 SX VTVT,2019.0,950000.0,26000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Maruti Ciaz 1.4 AT Alpha,2018.0,811000.0,49000.0,Petrol,Dealer,Automatic,First Owner,5,1373.0,91.1
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1250000.0,65000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,141.0
Maruti Alto K10 2010-2014 VXI,2013.0,229000.0,38600.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
BMW 3 Series 320d Luxury Line,2015.0,1600000.0,74898.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0
Maruti Wagon R LXI CNG,2018.0,450000.0,50000.0,CNG,Individual,Manual,First Owner,5,998.0,58.16
Skoda Rapid 1.6 MPI Elegance,2014.0,400000.0,50900.0,Petrol,Dealer,Manual,First Owner,5,1598.0,103.5
Ford Ecosport 2015-2021 1.5 Diesel Titanium,2015.0,532000.0,73521.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96
Hyundai Grand i10 1.2 CRDi Era,2018.0,430000.0,54000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97
Hyundai i10 Sportz,2013.0,280000.0,45000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Hyundai Elantra 1.6 SX Option AT,2017.0,1500000.0,55000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.2
Volkswagen Polo 2015-2019 1.2 MPI Highline,2015.0,465000.00000000006,65869.0,Petrol,Dealer,Manual,First Owner,5,1199.0,74.0
Mercedes-Benz B Class B180 CDI,2014.0,985000.0,75000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,120.7
Maruti Wagon R AMT VXI Plus,2017.0,390000.0,47000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0
Tata Nexon 1.5 Revotorq XM,2018.0,790000.0,69000.0,Diesel,Dealer,Manual,First Owner,5,1497.0,108.5
Hyundai i10 Magna,2011.0,215000.0,40000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,78.9
Maruti SX4 S Cross DDiS 200 Zeta,2016.0,550000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Hyundai Verna 1.6 SX CRDI (O) AT,2012.0,521000.0,72000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.32
Tata Aria Pure 4x2,2012.0,450000.0,30000.0,Diesel,Individual,Manual,First Owner,7,2197.0,138.1
Volkswagen Vento Diesel Highline,2012.0,320000.0,122628.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.6
Mahindra XUV500 W4,2016.0,1025000.0,22522.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Hyundai EON Era Plus,2012.0,138000.0,120000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Chevrolet Captiva LTZ VCDi,2009.0,484999.99999999994,60000.0,Diesel,Individual,Automatic,First Owner,7,1991.0,147.9
Renault KWID RXT,2016.0,225000.0,30000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Toyota Corolla Altis 1.8 VL AT,2009.0,425000.0,58000.0,Petrol,Dealer,Automatic,First Owner,5,1794.0,138.1
Hyundai Verna 1.6 SX,2014.0,495000.0,71000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32
Maruti Wagon R LX BS IV,2009.0,155000.0,98780.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti SX4 S Cross DDiS 200 Sigma,2016.0,650000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Maruti Alto 800 LXI,2013.0,280000.0,50418.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Hyundai i10 Magna,2008.0,220000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Volkswagen Ameo 1.2 MPI Highline,2016.0,595000.0,44121.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.75
Tata Manza Club Class Quadrajet90 LX,2012.0,240000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.76
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014.0,1365000.0,80800.0,Diesel,Individual,Manual,Second Owner,8,2494.0,100.6
Maruti Alto LXi,2009.0,140000.0,43000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Hyundai i20 Sportz 1.4 CRDi,2015.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Hyundai Santro Xing GLS,2011.0,310000.0,65000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1
Hyundai Verna 1.6 SX VTVT (O),2012.0,450000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Hyundai Verna 1.4 CRDi,2016.0,710000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Maruti Alto 800 VXI Plus,2020.0,300000.0,5000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Maruti Swift LXI Optional-O,2017.0,495000.0,21000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.11
Maruti Swift Dzire Zdi BSIV,2015.0,570000.0,32000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Toyota Fortuner 4x2 AT,2014.0,1590000.0,48000.0,Diesel,Dealer,Automatic,First Owner,7,2982.0,168.5
Hyundai i20 2015-2017 Sportz 1.2,2013.0,418000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83
Renault KWID RXT,2015.0,290000.0,15200.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014.0,3500000.0,87000.0,Diesel,Dealer,Automatic,First Owner,7,2987.0,254.8
Maruti Wagon R VXI,2015.0,310000.0,60000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Maruti Wagon R LXI,2005.0,150000.0,29957.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti Swift Dzire VXI,2013.0,380000.0,41170.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Ford Figo Diesel Celebration Edition,2013.0,310000.0,90000.0,Diesel,Individual,Manual,Second Owner,5,1399.0,68.1
Honda CR-V 2.0 AT,2004.0,525000.0,60000.0,Petrol,Dealer,Automatic,First Owner,5,1997.0,141.1
Maruti Alto 800 LXI,2017.0,310000.0,60000.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3
Maruti Vitara Brezza VDi Option,2017.0,775000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Maruti Swift Dzire 1.2 Lxi BSIV,2012.0,350000.0,72000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,85.8
Maruti Swift Dzire LXI Optional-O,2016.0,440000.00000000006,58000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14
Maruti Swift Dzire VXI 1.2,2018.0,630000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Audi Q3 2.0 TDI Quattro Premium Plus,2012.0,1249000.0,75000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33
Mahindra Bolero Power Plus SLX,2018.0,797000.0,60000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0
Datsun GO T Option BSIV,2016.0,235000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.0
Maruti Wagon R VXI,2017.0,380000.0,60000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Chevrolet Beat LT,2010.0,250000.0,63000.0,Petrol,Individual,Manual,First Owner,5,1199.0,79.4
Ford Endeavour 3.2 Titanium AT 4X4,2016.0,2650000.0,50000.0,Diesel,Dealer,Automatic,First Owner,7,3198.0,197.0
Maruti Wagon R VXI BSIII,2012.0,260000.0,31000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,285000.0,72545.0,Diesel,Dealer,Manual,First Owner,9,2499.0,80.0
Hyundai Grand i10 1.2 CRDi Asta,2019.0,700000.0,10000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97
Mahindra XUV500 W8 2WD,2015.0,875000.0,61000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Maruti Alto LX,2004.0,100000.0,40000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
